y,Vgs,psi
9.242424242424242e-08,-1.96,-0.0074405719670603
9.595959595959596e-08,-1.96,-0.006803421789066328
9.94949494949495e-08,-1.96,-0.006223095707024998
1.0303030303030303e-07,-1.96,-0.0056941439741287755
1.0656565656565657e-07,-1.96,-0.005211704505941162
1.1010101010101009e-07,-1.96,-0.004771428467798637
1.1363636363636363e-07,-1.96,-0.004369417134084576
1.1717171717171717e-07,-1.96,-0.004002168005241057
1.207070707070707e-07,-1.96,-0.003666528580772423
1.2424242424242423e-07,-1.96,-0.0033596565046079474
1.2777777777777777e-07,-1.96,-0.0030789850466608204
